module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
sam_mask_decoder.output_upscaling.3.bias,0.002899532903029467,0.016136169444314362,0.012850817977849942,0.002946015607428576,0.0021085655855352884,0.853791396787564,161.2773158746006,0.7157346961157975,32,Extreme gradient-to-weight scaling
sam_mask_decoder.output_upscaling.3.weight,0.004099644469612901,0.0008147327586557568,0.0004903159976845079,0.004132466721325316,0.0023815887124777496,0.992903665018067,13735.356307327766,0.5763116494532724,32,Extreme gradient-to-weight scaling
sam_mask_decoder.pred_obj_score_head.layers.0,0.0007157776328713346,6.568454023180474e-05,8.616940981162289e-05,0.0007229413401427724,0.0008996833425882205,0.9763617979483052,9552.65836050691,1.2444762702469658,32,Extreme gradient-to-weight scaling
sam_mask_decoder.pred_obj_score_head.layers.1,0.0004886470547720097,5.1461208299204166e-05,7.492683599588282e-05,0.0004917925879592371,0.0006298456801980577,0.9642046912950343,238.25045475484242,1.2807140563295014,32,Extreme gradient-to-weight scaling
sam_mask_decoder.pred_obj_score_head.layers.2,0.0012093975617799666,0.0017336689894158423,0.0024616172868797926,0.001213708422058654,0.0015799781758018348,0.45922939011566755,10.07893035248957,1.3017773849850407,16,High gradient dynamics or heavy tails
sam_mask_decoder.transformer.final_attn_token_to_image.k_proj,0.0032125791279778945,0.00031106060651750527,0.00017929310996118365,0.0032366718167664487,0.0017524730902579858,0.9730786823016487,18914.41436064869,0.5414429356661712,32,Extreme gradient-to-weight scaling
sam_mask_decoder.transformer.final_attn_token_to_image.out_proj,0.002055971630289091,0.00016081952241898587,8.57009355467947e-05,0.002079265947564533,0.0009938065634438197,0.9564522253236214,1196591.6830786886,0.477960293923861,32,Extreme gradient-to-weight scaling
sam_mask_decoder.transformer.final_attn_token_to_image.q_proj,0.002338470184460438,0.0002131482530993094,0.00013380007160160247,0.0023717295034057294,0.0013545483866695945,0.9786714556606705,13113.002796944491,0.571122627906979,32,Extreme gradient-to-weight scaling
sam_mask_decoder.transformer.final_attn_token_to_image.v_proj,0.0033019743870246875,0.00027428174524339046,0.00016377950556520417,0.0033196861864118778,0.001765813657642652,0.9505205475875149,63008.49523304696,0.5319218620333667,32,Extreme gradient-to-weight scaling
sam_mask_decoder.transformer.layers.0,0.030909028617056085,0.00023478237029607655,0.000168835800995464,0.03049521422534772,0.023905407323269203,0.9637001786698016,713560.1404399097,0.7839068499934968,32,Extreme gradient-to-weight scaling
sam_mask_decoder.transformer.layers.1,0.02984550872265464,0.00014419158764417613,5.943711766627378e-05,0.029805215535319746,0.012047665573329765,0.9604285340296902,519740.241718873,0.4042133350471179,32,Extreme gradient-to-weight scaling
sam_mask_decoder.transformer.norm_final_attn.bias,8.320447598773329e-05,2.0560620142173524e-05,1.5329778685314398e-05,8.357570574606779e-05,5.5041794838185514e-05,0.9130415421817155,251.84124855037518,0.6585860609472055,32,Extreme gradient-to-weight scaling
